0;;
896;I22.9;INFARTO SUBSECUENTE DEL MIOCARDIO, DE PARTE NO ESPECIFICADA
897;I24.8;OTRAS FORMAS DE ENFERMEDAD ISQUÉMICA AGUDA DEL CORAZÓN
898;I24.9;ENFERMEDAD ISQUÉMICA AGUDA DEL CORAZÓN, NO ESPECIFICADA
899;I25.0;ENFERMEDAD CARDIOVASCULAR ATEROSCLERÓTICA, ASÍ DESCRITA
900;I25.1;ENFERMEDAD ATEROSCLERÓTICA DEL CORAZÓN
901;I25.2;INFARTO ANTIGUO DEL MIOCARDIO
902;I25.5;CARDIOMIOPATÍA ISQUÉMICA
903;I25.8;OTRAS FORMAS DE ENFERMEDAD ISQUÉMICA CRÓNICA DEL CORAZÓN
904;I25.9;ENFERMEDAD ISQUÉMICA CRÓNICA DEL CORAZÓN, NO ESPECIFICADA
905;I26.0;EMBOLIA PULMONAR CON MENCIÓN DE CORAZÓN PULMONAR AGUDO
906;I26.9;EMBOLIA PULMONAR SIN MENCIÓN DE CORAZÓN PULMONAR AGUDO
907;I27.0;HIPERTENSIÓN PULMONAR PRIMARIA
908;I27.2;OTRAS HIPERTENSIONES PULMONARES SECUNDARIAS
909;I27.9;ENFERMEDAD PULMONAR DEL CORAZÓN, NO ESPECIFICADA
910;I28.8;OTRAS ENFERMEDADES ESPECIFICADAS DE LOS VASOS PULMONARES
911;I30.9;PERICARDITIS AGUDA, NO ESPECIFICADA
912;I31.3;DERRAME PERICÁRDICO (NO INFLAMATORIO)
913;I31.9;ENFERMEDAD DEL PERICARDIO, NO ESPECIFICADA
914;I32.8;PERICARDITIS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
915;I33.0;ENDOCARDITIS INFECCIOSA AGUDA Y SUBAGUDA
916;I33.9;ENDOCARDITIS AGUDA, NO ESPECIFICADA
917;I34.0;INSUFICIENCIA (DE LA VÁLVULA) MITRAL
918;I34.1;PROLAPSO (DE LA VÁLVULA) MITRAL
919;I35.0;ESTENOSIS (DE LA VÁLVULA) AÓRTICA
920;I35.1;INSUFICIENCIA (DE LA VÁLVULA) AÓRTICA
921;I35.2;ESTENOSIS (DE LA VÁLVULA) AÓRTICA CON INSUFICIENCIA
922;I35.8;OTROS TRASTORNOS DE LA VÁLVULA AÓRTICA
923;I38;ENDOCARDITIS, VÁLVULA NO ESPECIFICADA
924;I39.8;ENDOCARDITIS, VÁLVULA NO ESPECIFICADA, EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
925;I42.0;CARDIOMIOPATÍA DILATADA
926;I42.2;OTRAS CARDIOMIOPATÍAS HIPERTRÓFICAS
927;I42.8;OTRAS CARDIOMIOPATÍAS
928;I42.9;CARDIOMIOPATÍA, NO ESPECIFICADA
929;I44.0;BLOQUEO AURICULOVENTRICULAR DE PRIMER GRADO
930;I44.1;BLOQUEO AURICULOVENTRICULAR DE SEGUNDO GRADO
931;I44.2;BLOQUEO AURICULOVENTRICULAR COMPLETO
932;I44.3;OTROS TIPOS DE BLOQUEO AURICULOVENTRICULAR Y LOS NO ESPECIFICADOS
933;I44.6;OTROS TIPOS DE BLOQUEO FASCICULAR Y LOS NO ESPECIFICADOS
934;I44.7;BLOQUEO DE RAMA IZQUIERDA DEL HAZ, SIN OTRA ESPECIFICACIÓN
935;I45.1;OTROS TIPOS DE BLOQUEO DE RAMA DERECHA DEL HAZ Y LOS NO ESPECIFICADOS
936;I45.2;BLOQUEO BIFASCICULAR
937;I45.3;BLOQUEO TRIFASCICULAR
938;I45.4;BLOQUEO INTRAVENTRICULAR NO ESPECIFICADO
939;I45.5;OTROS TIPOS ESPECIFICADOS DE BLOQUEO DEL CORAZÓN
940;I45.6;SÍNDROME DE PREEXCITACIÓN
941;I45.8;OTROS TRASTORNOS ESPECIFICADOS DE LA CONDUCCIÓN
942;I46.0;PARO CARDÍACO CON RESUCITACIÓN EXITOSA
943;I46.9;PARO CARDÍACO, NO ESPECIFICADO
944;I47.1;TAQUICARDIA SUPRAVENTRICULAR
945;I47.2;TAQUICARDIA VENTRICULAR
946;I48.0;FIBRILACIÓN AURICULAR PAROXÍSTICA
947;I48.1;FIBRILACIÓN AURICULAR PERSISTENTE
948;I48.2;FIBRILACIÓN AURICULAR CRÓNICA
949;I48.3;FLUTTER AURICULAR TÍPICO
950;I48.9;FIBRILACION Y FLUTTER AURICULAR, NO ESPECIFICADO
951;I49.0;FIBRILACIÓN Y ALETEO VENTRICULAR
952;I49.4;OTROS TIPOS DE DESPOLARIZACIÓN PREMATURA Y LOS NO ESPECIFICADOS
953;I49.5;SÍNDROME DEL SENO ENFERMO
954;I49.8;OTRAS ARRITMIAS CARDÍACAS ESPECIFICADAS
955;I49.9;ARRITMIA CARDÍACA, NO ESPECIFICADA
956;I50.0;INSUFICIENCIA CARDÍACA CONGESTIVA
957;I50.1;INSUFICIENCIA VENTRICULAR IZQUIERDA
958;I50.9;INSUFICIENCIA CARDÍACA, NO ESPECIFICADA
959;I51.0;DEFECTO DEL TABIQUE CARDÍACO, ADQUIRIDO
960;I51.3;TROMBOSIS INTRACARDÍACA, NO CLASIFICADA EN OTRA PARTE
961;I51.4;MIOCARDITIS, NO ESPECIFICADA
962;I51.5;DEGENERACIÓN MIOCÁRDICA
963;I51.7;CARDIOMEGALIA
964;I51.8;OTRAS ENFERMEDADES CARDÍACAS MAL DEFINIDAS
965;I51.9;ENFERMEDAD CARDÍACA, NO ESPECIFICADA
966;I60.2;HEMORRAGIA SUBARACNOIDEA DE ARTERIA COMUNICANTE ANTERIOR
967;I60.6;HEMORRAGIA SUBARACNOIDEA DE OTRAS ARTERIAS INTRACRANEALES
968;I60.8;OTRAS HEMORRAGIAS SUBARACNOIDEAS
969;I60.9;HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA
970;I61.0;HEMORRAGIA INTRACEREBRAL EN HEMISFERIO, SUBCORTICAL
971;I61.1;HEMORRAGIA INTRACEREBRAL EN HEMISFERIO, CORTICAL
972;I61.2;HEMORRAGIA INTRACEREBRAL EN HEMISFERIO, NO ESPECIFICADA
973;I61.4;HEMORRAGIA INTRAENCEFÁLICA EN CEREBELO
974;I61.5;HEMORRAGIA INTRAENCEFÁLICA, INTRAVENTRICULAR
975;I61.8;OTRAS HEMORRAGIAS INTRAENCEFÁLICAS
976;I61.9;HEMORRAGIA INTRAENCEFÁLICA, NO ESPECIFICADA
977;I62.0;HEMORRAGIA SUBDURAL (AGUDA) (NO TRAUMÁTICA)
978;I62.9;HEMORRAGIA INTRACRANEAL (NO TRAUMÁTICA), NO ESPECIFICADA
979;I63.2;INFARTO CEREBRAL DEBIDO A OCLUSIÓN O ESTENOSIS NO ESPECIFICADA DE ARTERIAS PRECEREBRALES
980;I63.3;INFARTO CEREBRAL DEBIDO A TROMBOSIS DE ARTERIAS CEREBRALES
981;I63.4;INFARTO CEREBRAL DEBIDO A EMBOLIA DE ARTERIAS CEREBRALES
982;I63.5;INFARTO CEREBRAL DEBIDO A OCLUSIÓN O ESTENOSIS NO ESPECIFICADA DE ARTERIAS CEREBRALES
983;I63.6;INFARTO CEREBRAL DEBIDO A TROMBOSIS DE VENAS CEREBRALES, NO PIÓGENO
984;I63.8;OTROS INFARTOS CEREBRALES
985;I63.9;INFARTO CEREBRAL, NO ESPECIFICADO
986;I64;ACCIDENTE VASCULAR ENCEFÁLICO AGUDO, NO ESPECIFICADO COMO HEMORRÁGICO O ISQUÉMICO
987;I65.0;OCLUSIÓN Y ESTENOSIS DE ARTERIA VERTEBRAL
988;I65.2;OCLUSIÓN Y ESTENOSIS DE ARTERIA CARÓTIDA
989;I65.3;OCLUSIÓN Y ESTENOSIS MÚLTIPLE BILATERAL DE ARTERIAS PRECEREBRALES
990;I66.0;OCLUSIÓN Y ESTENOSIS DE LA ARTERIA CEREBRAL MEDIA
991;I66.3;OCLUSIÓN Y ESTENOSIS DE ARTERIAS CEREBELOSAS
992;I67.0;DISECCIÓN DE ARTERIAS CEREBRALES, SIN RUPTURA
993;I67.1;ANEURISMA CEREBRAL, SIN RUPTURA
994;I67.2;ATEROSCLEROSIS CEREBRAL
995;I67.4;ENCEFALOPATÍA HIPERTENSIVA
996;I67.8;OTRAS ENFERMEDADES CEREBROVASCULARES ESPECIFICADAS
997;I67.9;ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA
998;I68.8;OTROS TRASTORNOS CEREBROVASCULARES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
999;I69.0;SECUELAS DE HEMORRAGIA SUBARACNOIDEA
1000;I69.2;SECUELAS DE OTRAS HEMORRAGIAS INTRACRANEALES NO TRAUMÁTICAS
1001;I69.3;SECUELAS DE INFARTO CEREBRAL
1002;I69.4;SECUELAS DE ACCIDENTE VASCULAR ENCEFÁLICO, NO ESPECIFICADO COMO HEMORRÁGICO O ISQUÉMICO
1003;I69.8;SECUELAS DE OTRAS ENFERMEDADES CEREBROVASCULARES Y DE LAS NO ESPECIFICADAS
1004;I70.00;ATEROSCLEROSIS DE LA AORTA, SIN GANGRENA
1005;I70.10;ATEROSCLEROSIS DE LA ARTERIA RENAL, SIN GANGRENA
1006;I70.20;ATEROSCLEROSIS DE LAS ARTERIAS DE LOS MIEMBROS, SIN GANGRENA
1007;I70.21;ATEROSCLEROSIS DE LAS ARTERIAS DE LOS MIEMBROS, CON GANGRENA
1008;I70.80;ATEROSCLEROSIS DE OTRAS ARTERIAS, SIN GANGRENA
1009;I70.90;ATEROSCLEROSIS GENERALIZADA Y LA NO ESPECIFICADA, SIN GANGRENA
1010;I71.0;DISECCIÓN DE AORTA (CUALQUIER PARTE)
1011;I71.1;RUPTURA DE ANEURISMA DE LA AORTA TORÁCICA
1012;I71.2;ANEURISMA DE LA AORTA TORÁCICA, SIN MENCIÓN DE RUPTURA
1013;I71.3;RUPTURA DE ANEURISMA DE LA AORTA ABDOMINAL
1014;I71.4;ANEURISMA DE LA AORTA ABDOMINAL, SIN MENCIÓN DE RUPTURA
1015;I71.5;RUPTURA DE ANEURISMA DE LA AORTA TORACOABDOMINAL
1016;I71.6;ANEURISMA DE LA AORTA TORACOABDOMINAL, SIN MENCIÓN DE RUPTURA
1017;I71.8;RUPTURA DE ANEURISMA AÓRTICO, SITIO NO ESPECIFICADO
1018;I71.9;ANEURISMA DE LA AORTA, SITIO NO ESPECIFICADO, SIN MENCIÓN DE RUPTURA
1019;I72.0;ANEURISMA Y DISECCIÓN DE LA ARTERIA CAROTÍDEA
1020;I72.2;ANEURISMA Y DISECCIÓN DE LA ARTERIA DE ARTERIA RENAL
1021;I72.3;ANEURISMA Y DISECCIÓN DE ARTERIA DE ARTERIA LILIACA
1022;I72.4;ANEURISMA Y DISECCIÓN DE ARTERIA DE EXTREMIDAD INFERIOR
1023;I72.6;ANEURISMA Y DISECCION DE ARTERIA VERTEBRAL
1024;I72.8;ANEURISMA Y DISECCIÓN DE OTRAS ARTERIAS ESPECIFICADAS
1025;I72.9;ANEURISMA Y DISECCIÓN DE SITIO NO ESPECIFICADO
1026;I73.0;SÍNDROME DE RAYNAUD
1027;I73.9;ENFERMEDAD VASCULAR PERIFÉRICA, NO ESPECIFICADA
1028;I74.0;EMBOLIA Y TROMBOSIS DE LA AORTA ABDOMINAL
1029;I74.1;EMBOLIA Y TROMBOSIS DE OTRAS PORCIONES Y LAS NO ESPECIFICADAS DE LA AORTA
1030;I74.2;EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS SUPERIORES
1031;I74.3;EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS INFERIORES
1032;I74.4;EMBOLIA Y TROMBOSIS DE ARTERIAS DE LOS MIEMBROS, NO ESPECIFICADAS
1033;I74.5;EMBOLIA Y TROMBOSIS DE ARTERIA ILIACA
1034;I74.8;EMBOLIA Y TROMBOSIS DE OTRAS ARTERIAS
1035;I74.9;EMBOLIA Y TROMBOSIS DE ARTERIA NO ESPECIFICADA
1036;I77.1;ESTRECHEZ ARTERIAL
1037;I77.2;RUPTURA ARTERIAL
1038;I77.3;DISPLASIA FIBROMUSCULAR ARTERIAL
1039;I77.5;NECROSIS ARTERIAL
1040;I77.6;ARTERITIS, NO ESPECIFICADA
1041;I77.8;OTROS TRASTORNOS ESPECIFICADOS DE ARTERIAS Y ARTERIOLAS
1042;I77.9;TRASTORNO DE ARTERIAS Y ARTERIOLAS, NO ESPECIFICADO
1043;I78.1;NEVO, NO NEOPLÁSICO
1044;I79.2;ANGIOPATÍA PERIFÉRICA EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
1045;I79.8;OTROS TRASTORNOS DE ARTERIAS, ARTERIOLAS Y VASOS CAPILARES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
1046;I80.0;FLEBITIS Y TROMBOFLEBITIS DE VASOS SUPERFICIALES DE LOS MIEMBROS INFERIORES
1047;I80.1;FLEBITIS Y TROMBOFLEBITIS DE LA VENA FEMORAL
1048;I80.2;FLEBITIS Y TROMBOFLEBITIS DE OTROS VASOS PROFUNDOS DE LOS MIEMBROS INFERIORES
1049;I80.3;FLEBITIS Y TROMBOFLEBITIS DE LOS MIEMBROS INFERIORES, NO ESPECIFICADA
1050;I80.8;FLEBITIS Y TROMBOFLEBITIS DE OTROS SITIOS
1051;I81;TROMBOSIS DE LA VENA PORTA
1052;I82.0;SÍNDROME DE BUDD
1053;I82.2;EMBOLIA Y TROMBOSIS DE VENA CAVA
1054;I82.3;EMBOLIA Y TROMBOSIS DE VENA RENAL
1055;I82.8;EMBOLIA Y TROMBOSIS DE OTRAS VENAS ESPECIFICADAS
1056;I82.9;EMBOLIA Y TROMBOSIS DE VENA NO ESPECIFICADA
1057;I83.0;VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON ÚLCERA
1058;I83.1;VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON INFLAMACIÓN
1059;I83.2;VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON ÚLCERA E INFLAMACIÓN
1060;I83.9;VENAS VARICOSAS DE LOS MIEMBROS INFERIORES SIN ÚLCERA NI INFLAMACIÓN
1061;I85.0;VÁRICES ESOFÁGICAS CON HEMORRAGIA
1062;I85.9;VÁRICES ESOFÁGICAS SIN HEMORRAGIA
1063;I86.1;VÁRICES ESCROTALES
1064;I86.4;VÁRICES GÁSTRICAS
1065;I87.0;SÍNDROME POSTRAUMÁTICO
1066;I87.1;COMPRESIÓN DE VENA
1067;I87.2;INSUFICIENCIA VENOSA (CRÓNICA) (PERIFÉRICA)
1068;I87.8;OTROS TRASTORNOS VENOSOS ESPECIFICADOS
1069;I88.0;LINFADENITIS MESENTÉRICA INESPECÍFICA
1070;I88.9;LINFADENITIS INESPECÍFICA NO ESPECIFICADA
1071;I89.0;LINFEDEMA, NO CLASIFICADO EN OTRA PARTE
1072;I89.1;LINFANGITIS
1073;I89.8;OTROS TRASTORNOS ESPECIFICADOS NO INFECCIOSOS DE LOS VASOS Y GANGLIOS LINFÁTICOS
1074;I89.9;TRASTORNO NO INFECCIOSO DE VASOS Y GANGLIOS LINFÁTICOS, NO ESPECIFICADO
1075;I95.1;HIPOTENSIÓN ORTOSTÁTICA
1076;I95.9;HIPOTENSIÓN, NO ESPECIFICADA
1077;I97.8;OTROS TRASTORNOS DEL SISTEMA CIRCULATORIO CONSECUTIVOS A PROCEDIMIENTOS, NO CLASIFICADOS EN OTRA PARTE
1078;I98.1;TRASTORNOS CARDIOVASCULARES EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE
1079;I98.2;VÁRICES ESOFÁGICAS SIN SANGRADO EN ENFERMEDADES CLASIFICADAS EN OTRO SITIO
1080;I98.3;VÁRICES ESOFÁGICAS CON SANGRADO EN ENFERMEDADES CLASIFICADAS EN OTRO SITIO
1081;I98.8;OTROS TRASTORNOS ESPECIFICADOS DEL APARATO CIRCULATORIO EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
1082;I99;OTROS TRASTORNOS Y LOS NO ESPECIFICADOS DEL SISTEMA CIRCULATORIO
1083;J00;RINOFARINGITIS AGUDA [RESFRIADO COMÚN]
1084;J01.1;SINUSITIS FRONTAL AGUDA
1085;J01.3;SINUSITIS ESFENOIDAL AGUDA
1086;J01.4;PANSINUSITIS AGUDA
1087;J01.9;SINUSITIS AGUDA, NO ESPECIFICADA
1088;J02.8;FARINGITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS
1089;J02.9;FARINGITIS AGUDA, NO ESPECIFICADA
1090;J03.9;AMIGDALITIS AGUDA, NO ESPECIFICADA
1091;J04.0;LARINGITIS AGUDA
1092;J05.0;LARINGITIS OBSTRUCTIVA, AGUDA [CRUP]
1093;J06.8;OTRAS INFECCIONES AGUDAS DE SITIOS MÚLTIPLES DE LAS VÍAS RESPIRATORIAS SUPERIORES
1094;J06.9;INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS SUPERIORES, NO ESPECIFICADA
1095;J09;INFLUENZA DEBIDA A CIERTOS VIRUS DE LA INFLUENZA IDENTIFICADOS
1096;J10.0;INFLUENZA CON NEUMONÍA, DEBIDA A OTRO VIRUS DE LA INFLUENZA IDENTIFICADO
1097;J10.1;INFLUENZA CON OTRAS MANIFESTACIONES RESPIRATORIAS, DEBIDA A OTRO VIRUS DE LA INFLUENZA IDENTIFICADO
1098;J10.8;INFLUENZA, CON OTRAS MANIFESTACIONES, DEBIDA A OTRO VIRUS DE LA INFLUENZA IDENTIFICADO
1099;J11.0;INFLUENZA CON NEUMONÍA, VIRUS NO IDENTIFICADO
1100;J11.1;INFLUENZA CON OTRAS MANIFESTACIONES RESPIRATORIAS, VIRUS NO IDENTIFICADO
1101;J12.0;NEUMONÍA DEBIDA A ADENOVIRUS
1102;J12.1;NEUMONÍA DEBIDA A VIRUS SINCITIAL RESPIRATORIO
1103;J12.2;NEUMONÍA DEBIDA A VIRUS PARAINFLUENZA
1104;J12.3;NEUMONÍA POR METAPNEUMOVIRUS HUMANO
1105;J12.8;NEUMONÍA DEBIDA A OTROS VIRUS
1106;J12.9;NEUMONÍA VIRAL, NO ESPECIFICADA
1107;J13;NEUMONÍA DEBIDA A STREPTOCOCCUS PNEUMONIAE
1108;J14;NEUMONÍA DEBIDA A HAEMOPHILUS INFLUENZAE
1109;J15.0;NEUMONÍA DEBIDA A KLEBSIELLA PNEUMONIAE
1110;J15.1;NEUMONÍA DEBIDA A PSEUDOMONAS
1111;J15.2;NEUMONÍA DEBIDA A ESTAFILOCOCOS
1112;J15.3;NEUMONÍA DEBIDA A ESTREPTOCOCOS DEL GRUPO B
1113;J15.4;NEUMONÍA DEBIDA A OTROS ESTREPTOCOCOS
1114;J15.5;NEUMONÍA DEBIDA A ESCHERICHIA COLI
1115;J15.6;NEUMONÍA DEBIDA A OTRAS BACTERIAS AERÓBICAS GRAMNEGATIVAS
1116;J15.8;OTRAS NEUMONÍAS BACTERIANAS
1117;J15.9;NEUMONÍA BACTERIANA, NO ESPECIFICADA
1118;J16.8;NEUMONÍA DEBIDA A OTROS MICROORGANISMOS INFECCIOSOS ESPECIFICADOS
1119;J17.0;NEUMONÍA EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE
1120;J17.2;NEUMONÍA EN MICOSIS
1121;J18.0;BRONCONEUMONÍA, NO ESPECIFICADA
1122;J18.1;NEUMONÍA LOBAR, NO ESPECIFICADA
1123;J18.8;OTRAS NEUMONÍAS, DE MICROORGANISMO NO ESPECIFICADO
1124;J18.9;NEUMONÍA, NO ESPECIFICADA
1125;J20.4;BRONQUITIS AGUDA DEBIDA A VIRUS PARAINFLUENZA
1126;J20.5;BRONQUITIS AGUDA DEBIDA A VIRUS SINCITIAL RESPIRATORIO
1127;J20.6;BRONQUITIS AGUDA DEBIDA A RINOVIRUS
1128;J20.8;BRONQUITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS
1129;J20.9;BRONQUITIS AGUDA, NO ESPECIFICADA
1130;J21.0;BRONQUIOLITIS AGUDA DEBIDA A VIRUS SINCITIAL RESPIRATORIO
1131;J21.1;BRONQUIOLITIS AGUDA POR METAPNEUMOVIRUS HUMANO
1132;J21.8;BRONQUIOLITIS AGUDA DEBIDA A OTROS MICROORGANISMOS ESPECIFICADOS
1133;J21.9;BRONQUIOLITIS AGUDA, NO ESPECIFICADA
1134;J22;INFECCIÓN AGUDA NO ESPECIFICADA DE LAS VÍAS RESPIRATORIAS INFERIORES
1135;J30.4;RINITIS ALÉRGICA, NO ESPECIFICADA
1136;J31.0;RINITIS CRÓNICA
1137;J31.2;FARINGITIS CRÓNICA
1138;J32.4;PANSINUSITIS CRÓNICA
1139;J32.9;SINUSITIS CRÓNICA, NO ESPECIFICADA
1140;J33.9;PÓLIPO NASAL, NO ESPECIFICADO
1141;J34.8;OTROS TRASTORNOS ESPECIFICADOS DE LA NARIZ Y DE LOS SENOS PARANASALES
1142;J35.1;HIPERTROFIA DE LAS AMÍGDALAS
1143;J35.2;HIPERTROFIA DE LAS ADENOIDES
1144;J36;ABSCESO PERIAMIGDALINO
1145;J37.0;LARINGITIS CRÓNICA
1146;J38.4;EDEMA DE LARINGE
1147;J38.5;ESPASMO LARÍNGEO
1148;J38.7;OTRAS ENFERMEDADES DE LA LARINGE
1149;J39.0;ABSCESO RETROFARÍNGEO Y PARAFARÍNGEO
1150;J39.2;OTRAS ENFERMEDADES DE LA FARINGE
1151;J39.8;OTRAS ENFERMEDADES ESPECIFICADAS DE LAS VÍAS RESPIRATORIAS SUPERIORES
1152;J40;BRONQUITIS, NO ESPECIFICADA COMO AGUDA O CRÓNICA
1153;J42;BRONQUITIS CRÓNICA NO ESPECIFICADA
1154;J43.1;ENFISEMA PANLOBULAR
1155;J43.2;ENFISEMA CENTROLOBULAR
1156;J43.9;ENFISEMA, NO ESPECIFICADO
1157;J44.0;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES
1158;J44.1;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON EXACERBACIÓN AGUDA, NO ESPECIFICADA
1159;J44.8;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRÓNICAS ESPECIFICADAS
1160;J44.9;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA
1161;J45.0;ASMA PREDOMINANTEMENTE ALÉRGICA
1162;J45.1;ASMA NO ALÉRGICA
1163;J45.8;ASMA MIXTA
1164;J45.9;ASMA, NO ESPECIFICADA
1165;J46;ESTADO ASMÁTICO
1166;J47;BRONQUIECTASIA
1167;J62.8;NEUMOCONIOSIS DEBIDA A OTROS POLVOS QUE CONTIENEN SÍLICE
1168;J67.8;NEUMONITIS DEBIDAS A HIPERSENSIBILIDAD A OTROS POLVOS ORGÁNICOS
1169;J69.0;NEUMONITIS DEBIDA A ASPIRACIÓN DE ALIMENTO O VÓMITO
1170;J80;SÍNDROME DE DIFICULTAD RESPIRATORIA DEL ADULTO
1171;J81;EDEMA PULMONAR
1172;J84.1;OTRAS ENFERMEDADES PULMONARES INTERSTICIALES CON FIBROSIS
1173;J84.8;OTRAS ENFERMEDADES PULMONARES INTERSTICIALES ESPECIFICADAS
1174;J84.9;ENFERMEDAD PULMONAR INTERSTICIAL, NO ESPECIFICADA
1175;J85.0;GANGRENA Y NECROSIS DEL PULMÓN
1176;J85.1;ABSCESO DEL PULMÓN CON NEUMONÍA
1177;J85.2;ABSCESO DEL PULMÓN SIN NEUMONÍA
1178;J86.0;PIOTÓRAX CON FÍSTULA
1179;J86.9;PIOTÓRAX SIN FÍSTULA
1180;J90;DERRAME PLEURAL NO CLASIFICADO EN OTRA PARTE
1181;J91;DERRAME PLEURAL EN AFECCIONES CLASIFICADAS EN OTRA PARTE
1182;J92.9;PAQUIPLEURITIS SIN ASBESTOSIS
1183;J93.0;NEUMOTÓRAX ESPONTÁNEO A PRESIÓN
1184;J93.1;OTROS TIPOS DE NEUMOTÓRAX ESPONTÁNEO
1185;J93.8;OTROS NEUMOTÓRAX
1186;J93.9;NEUMOTÓRAX, NO ESPECIFICADO
1187;J94.2;HEMOTÓRAX
1188;J94.8;OTRAS AFECCIONES ESPECIFICADAS DE LA PLEURA
1189;J95.0;FUNCIONAMIENTO DEFECTUOSO DE LA TRAQUEOSTOMÍA
1190;J95.5;ESTENOSIS SUBGLÓTICA CONSECUTIVA A PROCEDIMIENTOS
1191;J95.8;OTROS TRASTORNOS RESPIRATORIOS CONSECUTIVOS A PROCEDIMIENTOS
1192;J96.00;INSUFICIENCIA RESPIRATORIA AGUDA, TIPO I (HIPOXÉMICA)
1193;J96.01;INSUFICIENCIA RESPIRATORIA AGUDA, TIPO II (HIPERCÁPNICA)
1194;J96.09;INSUFICIENCIA RESPIRATORIA AGUDA, TIPO NO ESPECIFICADO
1195;J96.10;INSUFICIENCIA RESPIRATORIA CRÓNICA, TIPO I (HIPOXÉMICA)
1196;J96.11;INSUFICIENCIA RESPIRATORIA CRÓNICA, TIPO II (HIPERCÁPNICA)
1197;J96.19;INSUFICIENCIA RESPIRATORIA CRÓNICA, TIPO NO ESPECIFICADO
1198;J96.90;INSUFICIENCIA RESPIRATORIA, NO ESPECIFICADA, TIPO I (HIPOXÉMICA)
1199;J96.91;INSUFICIENCIA RESPIRATORIA, NO ESPECIFICADA, TIPO II (HIPERCÁPNICA)
1200;J96.99;INSUFICIENCIA RESPIRATORIA, NO ESPECIFICADA, TIPO NO ESPECIFICADO
1201;J98.0;ENFERMEDADES DE LA TRÁQUEA Y DE LOS BRONQUIOS, NO CLASIFICADAS EN OTRA PARTE
1202;J98.1;COLAPSO PULMONAR
1203;J98.2;ENFISEMA INTERSTICIAL
1204;J98.4;OTROS TRASTORNOS DEL PULMÓN
1205;J98.8;OTROS TRASTORNOS RESPIRATORIOS ESPECIFICADOS
1206;J98.9;TRASTORNO RESPIRATORIO, NO ESPECIFICADO
1207;J99.0;ENFERMEDAD PULMONAR REUMATOIDE (M05.1 )
1208;J99.1;TRASTORNOS RESPIRATORIOS EN OTROS TRASTORNOS DIFUSOS DEL TEJIDO CONJUNTIVO
1209;J99.8;TRASTORNOS RESPIRATORIOS EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
1210;K00.6;ALTERACIONES EN LA ERUPCIÓN DENTARIA
1211;K02.8;OTRAS CARIES DENTALES
1212;K02.9;CARIES DENTAL, NO ESPECIFICADA
1213;K03.9;ENFERMEDAD NO ESPECIFICADA DE LOS TEJIDOS DENTALES DUROS
1214;K04.0;PULPITIS
1215;K04.7;ABSCESO PERIAPICAL SIN FÍSTULA
1216;K05.0;GINGIVITIS AGUDA
1217;K05.2;PERIODONTITIS AGUDA
1218;K05.3;PERIODONTITIS CRÓNICA
1219;K06.8;OTROS TRASTORNOS ESPECIFICADOS DE LA ENCÍA Y DE LA ZONA EDÉNTULA
1220;K08.8;OTRAS AFECCIONES ESPECIFICADAS DE LOS DIENTES Y DE SUS ESTRUCTURAS DE SOSTÉN
1221;K09.1;QUISTES DE LAS FISURAS (NO ODONTOGÉNICOS)
1222;K11.7;ALTERACIONES DE LA SECRECIÓN SALIVAL
1223;K12.2;CELULITIS Y ABSCESO DE BOCA
1224;K20;ESOFAGITIS
1225;K21.0;ENFERMEDAD DEL REFLUJO GASTROESOFÁGICO CON ESOFAGITIS
1226;K21.9;ENFERMEDAD DEL REFLUJO GASTROESOFÁGICO SIN ESOFAGITIS
1227;K22.0;ACALASIA DEL CARDIAS
1228;K22.1;ÚLCERA DEL ESÓFAGO
1229;K22.2;OBSTRUCCIÓN DEL ESÓFAGO
